inst#,    actual, predicted, error, probability distribution
1,	     1:Low,	     1:Low
7507,	     2:High,	     2:High
7508,	     2:High,	     2:High
7509,	     2:High,	     2:High
7510,	     2:High,	     2:High
7511,	     2:High,	     2:High
7512,	     2:High,	     2:High
7513,	     2:High,	     2:High
7514,	     2:High,	     2:High
7515,	     2:High,	     2:High
7516,	     2:High,	     2:High
7517,	     2:High,	     2:High
7518,	     2:High,	     2:High
7519,	     2:High,	     2:High
7520,	     2:High,	     2:High
7521,	     2:High,	     2:High
7522,	     2:High,	     2:High
7523,	     2:High,	     2:High
7524,	     2:High,	     2:High
7525,	     2:High,	     2:High
7526,	     2:High,	     2:High
7527,	     2:High,	     2:High
7528,	     2:High,	     2:High
7529,	     2:High,	     2:High
7530,	     2:High,	     2:High
7531,	     2:High,	     2:High
7532,	     2:High,	     2:High
7533,	     2:High,	     2:High
7534,	     2:High,	     2:High
7535,	     2:High,	     1:Low
7536,	     2:High,	     2:High
7537,	     2:High,	     2:High
7538,	     2:High,	     2:High
7539,	     2:High,	     2:High
7540,	     2:High,	     2:High
7541,	     2:High,	     2:High
7542,	     2:High,	     2:High
7543,	     2:High,	     2:High
7544,	     2:High,	     2:High
7545,	     2:High,	     2:High
7546,	     2:High,	     2:High
7547,	     2:High,	     2:High
7548,	     2:High,	     2:High
7549,	     2:High,	     2:High
7550,	     2:High,	     2:High
7551,	     2:High,	     2:High
7552,	     2:High,	     2:High
7553,	     2:High,	     1:Low
7554,	     2:High,	     2:High
7555,	     2:High,	     2:High
7556,	     2:High,	     2:High
7557,	     2:High,	     2:High
7558,	     2:High,	     2:High
7559,	     2:High,	     2:High
7560,	     2:High,	     2:High
7561,	     2:High,	     2:High
7562,	     2:High,	     2:High
7563,	     2:High,	     1:Low
7564,	     2:High,	     2:High
7565,	     2:High,	     2:High
7566,	     2:High,	     2:High
7567,	     2:High,	     2:High
7568,	     2:High,	     2:High
7569,	     2:High,	     2:High
7570,	     2:High,	     1:Low
7571,	     2:High,	     2:High
7572,	     2:High,	     1:Low
7573,	     2:High,	     2:High
7574,	     2:High,	     2:High
7575,	     2:High,	     2:High
7576,	     2:High,	     2:High
7577,	     2:High,	     2:High
7578,	     2:High,	     2:High
7579,	     2:High,	     2:High
7580,	     2:High,	     2:High
7581,	     2:High,	     2:High
7582,	     2:High,	     2:High
7583,	     2:High,	     2:High
7584,	     2:High,	     2:High
7585,	     2:High,	     2:High
7586,	     2:High,	     2:High
7587,	     2:High,	     2:High
7588,	     2:High,	     2:High
7589,	     2:High,	     2:High
7590,	     2:High,	     2:High
7591,	     2:High,	     2:High
7592,	     2:High,	     2:High
7593,	     2:High,	     2:High
7594,	     2:High,	     2:High
7595,	     2:High,	     2:High
7596,	     2:High,	     2:High
7597,	     2:High,	     2:High
7598,	     2:High,	     2:High
7599,	     2:High,	     2:High
7600,	     2:High,	     2:High
7601,	     2:High,	     2:High
7602,	     2:High,	     2:High
7603,	     2:High,	     2:High
7604,	     2:High,	     2:High
7605,	     2:High,	     2:High
7606,	     2:High,	     2:High
7607,	     2:High,	     2:High
7608,	     2:High,	     2:High
7609,	     2:High,	     2:High
7610,	     2:High,	     2:High
7611,	     2:High,	     2:High
7612,	     2:High,	     1:Low
7613,	     2:High,	     2:High
7614,	     2:High,	     2:High
7615,	     2:High,	     2:High
7616,	     2:High,	     2:High
7617,	     2:High,	     2:High
7618,	     2:High,	     2:High
7619,	     2:High,	     2:High
7620,	     2:High,	     2:High
7621,	     2:High,	     2:High
7622,	     2:High,	     2:High
7623,	     2:High,	     2:High
7624,	     2:High,	     2:High
7625,	     2:High,	     1:Low
7626,	     2:High,	     2:High
7627,	     2:High,	     2:High
7628,	     2:High,	     2:High
7629,	     2:High,	     2:High
7630,	     2:High,	     2:High
7631,	     2:High,	     2:High
7632,	     2:High,	     2:High
7633,	     2:High,	     2:High
7634,	     2:High,	     2:High
7635,	     2:High,	     2:High
7636,	     2:High,	     2:High
7637,	     2:High,	     2:High
7638,	     2:High,	     2:High
7639,	     2:High,	     2:High
7640,	     2:High,	     2:High
7641,	     2:High,	     2:High
7642,	     2:High,	     2:High
7643,	     2:High,	     2:High
7644,	     2:High,	     2:High
7645,	     2:High,	     2:High
7646,	     2:High,	     2:High
7647,	     2:High,	     2:High
7648,	     2:High,	     2:High
7649,	     2:High,	     2:High
7650,	     2:High,	     2:High
7651,	     2:High,	     2:High
7652,	     2:High,	     2:High
7653,	     2:High,	     2:High
7654,	     2:High,	     2:High
7655,	     2:High,	     2:High
7656,	     2:High,	     2:High
7657,	     2:High,	     2:High
7658,	     2:High,	     1:Low
7659,	     2:High,	     2:High
7660,	     2:High,	     2:High
7661,	     2:High,	     2:High
7662,	     2:High,	     2:High
7663,	     2:High,	     2:High
7664,	     2:High,	     2:High
7665,	     2:High,	     2:High
7666,	     2:High,	     2:High
7667,	     2:High,	     2:High
7668,	     2:High,	     2:High
7669,	     2:High,	     2:High
7670,	     2:High,	     2:High
7671,	     2:High,	     2:High
7672,	     2:High,	     2:High
7673,	     2:High,	     2:High
7674,	     2:High,	     2:High
7675,	     2:High,	     2:High
7676,	     2:High,	     2:High
7677,	     2:High,	     2:High
7678,	     2:High,	     2:High
7679,	     2:High,	     2:High
7680,	     2:High,	     2:High
7681,	     2:High,	     2:High
7682,	     2:High,	     2:High
7683,	     2:High,	     2:High
7684,	     2:High,	     2:High
7685,	     2:High,	     2:High
7686,	     2:High,	     2:High
7687,	     2:High,	     2:High
7688,	     2:High,	     2:High
7689,	     2:High,	     2:High
7690,	     2:High,	     2:High
7691,	     2:High,	     2:High
7692,	     2:High,	     2:High
7693,	     2:High,	     2:High
7694,	     2:High,	     2:High
7695,	     2:High,	     2:High
7696,	     2:High,	     2:High
7697,	     2:High,	     2:High
7698,	     2:High,	     2:High
7699,	     2:High,	     2:High
7700,	     2:High,	     2:High
7701,	     2:High,	     2:High
7702,	     2:High,	     2:High
7703,	     2:High,	     2:High
7704,	     2:High,	     2:High
7705,	     2:High,	     2:High
7706,	     2:High,	     2:High
7707,	     2:High,	     2:High
7708,	     2:High,	     2:High
7709,	     2:High,	     2:High
7710,	     2:High,	     2:High
7711,	     2:High,	     2:High
7712,	     2:High,	     2:High
7713,	     2:High,	     2:High
7714,	     2:High,	     1:Low
7715,	     2:High,	     2:High
7716,	     2:High,	     2:High
7717,	     2:High,	     2:High
7718,	     2:High,	     2:High
7719,	     2:High,	     2:High
7720,	     2:High,	     2:High
7721,	     2:High,	     2:High
7722,	     2:High,	     2:High
7723,	     2:High,	     2:High
7724,	     2:High,	     1:Low
7725,	     2:High,	     2:High
7726,	     2:High,	     2:High
7727,	     2:High,	     2:High
7728,	     2:High,	     2:High
7729,	     2:High,	     2:High
7730,	     2:High,	     2:High
7731,	     2:High,	     2:High
7732,	     2:High,	     2:High
7733,	     2:High,	     2:High
7734,	     2:High,	     2:High
7735,	     2:High,	     2:High
7736,	     2:High,	     2:High
7737,	     2:High,	     2:High
7738,	     2:High,	     2:High
7739,	     2:High,	     2:High
7740,	     2:High,	     2:High
7741,	     2:High,	     2:High
7742,	     2:High,	     2:High
7743,	     2:High,	     2:High
7744,	     2:High,	     2:High
7745,	     2:High,	     2:High
7746,	     2:High,	     2:High
7747,	     2:High,	     2:High
7748,	     2:High,	     2:High
7749,	     2:High,	     2:High
7750,	     2:High,	     2:High
7751,	     2:High,	     2:High
7752,	     2:High,	     2:High
7753,	     2:High,	     2:High
7754,	     2:High,	     2:High
7755,	     2:High,	     2:High
7756,	     2:High,	     2:High
7757,	     2:High,	     2:High
7758,	     2:High,	     2:High
7759,	     2:High,	     2:High
7760,	     2:High,	     2:High
7761,	     2:High,	     2:High
7762,	     2:High,	     2:High
7763,	     2:High,	     2:High
7764,	     2:High,	     2:High
7765,	     2:High,	     2:High
7766,	     2:High,	     2:High
7767,	     2:High,	     2:High
7768,	     2:High,	     2:High
7769,	     2:High,	     1:Low
7770,	     2:High,	     2:High
7771,	     2:High,	     2:High
7772,	     2:High,	     2:High
7773,	     2:High,	     2:High
7774,	     2:High,	     2:High
7775,	     2:High,	     2:High
7776,	     2:High,	     2:High
7777,	     2:High,	     2:High
7778,	     2:High,	     2:High
7779,	     2:High,	     2:High
7780,	     2:High,	     2:High
7781,	     2:High,	     2:High
7782,	     2:High,	     2:High
7783,	     2:High,	     2:High
7784,	     2:High,	     2:High
7785,	     2:High,	     2:High
7786,	     2:High,	     2:High
7787,	     2:High,	     2:High
7788,	     2:High,	     2:High
7789,	     2:High,	     2:High
7790,	     2:High,	     2:High
7791,	     2:High,	     2:High
7792,	     2:High,	     2:High
7793,	     2:High,	     2:High
7794,	     2:High,	     2:High
7795,	     2:High,	     2:High
7796,	     2:High,	     2:High
7797,	     2:High,	     2:High
7798,	     2:High,	     2:High
7799,	     2:High,	     2:High
7800,	     2:High,	     2:High
7801,	     2:High,	     2:High
7802,	     2:High,	     2:High
7803,	     2:High,	     2:High
7804,	     2:High,	     2:High
7805,	     2:High,	     2:High
7806,	     2:High,	     2:High
7807,	     2:High,	     2:High
7808,	     2:High,	     2:High
7809,	     2:High,	     2:High
7810,	     2:High,	     2:High
7811,	     2:High,	     2:High
7812,	     2:High,	     2:High
7813,	     2:High,	     2:High
7814,	     2:High,	     2:High
7815,	     2:High,	     2:High
7816,	     2:High,	     2:High
7817,	     2:High,	     2:High
7818,	     2:High,	     2:High
7819,	     2:High,	     2:High
7820,	     2:High,	     2:High
7821,	     2:High,	     2:High
7822,	     2:High,	     2:High
7823,	     2:High,	     2:High
7824,	     2:High,	     2:High
7825,	     2:High,	     2:High
7826,	     2:High,	     2:High
7827,	     2:High,	     2:High
7828,	     2:High,	     2:High
7829,	     2:High,	     2:High
7830,	     2:High,	     2:High
7831,	     2:High,	     2:High
7832,	     2:High,	     2:High
7833,	     2:High,	     2:High
7834,	     2:High,	     2:High
7835,	     2:High,	     2:High
7836,	     2:High,	     2:High
7837,	     2:High,	     2:High
7838,	     2:High,	     2:High
7839,	     2:High,	     2:High
7840,	     2:High,	     2:High
7841,	     2:High,	     2:High
7842,	     2:High,	     2:High
7843,	     2:High,	     2:High
7844,	     2:High,	     2:High
7845,	     2:High,	     2:High
7846,	     2:High,	     2:High
7847,	     2:High,	     2:High
7848,	     2:High,	     2:High
7849,	     2:High,	     2:High
7850,	     2:High,	     1:Low
7851,	     2:High,	     2:High
7852,	     2:High,	     2:High
7853,	     2:High,	     2:High
7854,	     2:High,	     2:High
7855,	     2:High,	     2:High
7856,	     2:High,	     2:High
7857,	     2:High,	     2:High
7858,	     2:High,	     2:High
7859,	     2:High,	     2:High
7860,	     2:High,	     2:High
7861,	     2:High,	     2:High
7862,	     2:High,	     2:High
7863,	     2:High,	     2:High
7864,	     2:High,	     2:High
7865,	     2:High,	     2:High
7866,	     2:High,	     2:High
7867,	     2:High,	     2:High
7868,	     2:High,	     2:High
7869,	     2:High,	     2:High
7870,	     2:High,	     2:High
7871,	     2:High,	     2:High
7872,	     2:High,	     2:High
7873,	     2:High,	     2:High
7874,	     2:High,	     2:High
7875,	     2:High,	     2:High
7876,	     2:High,	     2:High
7877,	     2:High,	     2:High
7878,	     2:High,	     2:High
7879,	     2:High,	     2:High
7880,	     2:High,	     2:High
7881,	     2:High,	     2:High
7882,	     2:High,	     2:High
7883,	     2:High,	     2:High
7884,	     2:High,	     2:High
7885,	     2:High,	     2:High
7886,	     2:High,	     2:High
7887,	     2:High,	     2:High
7888,	     2:High,	     2:High
7889,	     2:High,	     2:High
7890,	     2:High,	     2:High
7891,	     2:High,	     2:High
7892,	     2:High,	     2:High
7893,	     2:High,	     2:High
7894,	     2:High,	     2:High
7895,	     2:High,	     2:High
7896,	     2:High,	     2:High
7897,	     2:High,	     2:High
7898,	     2:High,	     2:High
7899,	     2:High,	     2:High
7900,	     2:High,	     1:Low
7901,	     2:High,	     2:High
7902,	     2:High,	     2:High
7903,	     2:High,	     2:High
7904,	     2:High,	     2:High
7905,	     2:High,	     2:High
7906,	     2:High,	     2:High
7907,	     2:High,	     2:High
7908,	     2:High,	     2:High
7909,	     2:High,	     2:High
7910,	     2:High,	     2:High
7911,	     2:High,	     2:High
7912,	     2:High,	     2:High
7913,	     2:High,	     2:High
7914,	     2:High,	     2:High
7915,	     2:High,	     2:High
7916,	     2:High,	     2:High
7917,	     2:High,	     2:High
7918,	     2:High,	     2:High
7919,	     2:High,	     2:High
7920,	     2:High,	     2:High
7921,	     2:High,	     2:High
7922,	     2:High,	     2:High
7923,	     2:High,	     2:High
7924,	     2:High,	     2:High
7925,	     2:High,	     2:High
7926,	     2:High,	     2:High
7927,	     2:High,	     2:High
7928,	     2:High,	     2:High
7929,	     2:High,	     2:High
7930,	     2:High,	     2:High
7931,	     2:High,	     2:High
7932,	     2:High,	     2:High
7933,	     2:High,	     2:High
7934,	     2:High,	     2:High
7935,	     2:High,	     2:High
7936,	     2:High,	     2:High
7937,	     2:High,	     2:High
7938,	     2:High,	     2:High
7939,	     2:High,	     2:High
7940,	     2:High,	     2:High
7941,	     2:High,	     2:High
7942,	     2:High,	     2:High
7943,	     2:High,	     2:High
7944,	     2:High,	     2:High
7945,	     2:High,	     2:High
7946,	     2:High,	     2:High
7947,	     2:High,	     2:High
7948,	     2:High,	     2:High
7949,	     2:High,	     2:High
7950,	     2:High,	     2:High
7951,	     2:High,	     2:High
7952,	     2:High,	     2:High
7953,	     2:High,	     2:High
7954,	     2:High,	     2:High
7955,	     2:High,	     1:Low
7956,	     2:High,	     2:High
7957,	     2:High,	     2:High
7958,	     2:High,	     2:High
7959,	     2:High,	     2:High
7960,	     2:High,	     2:High
7961,	     2:High,	     2:High
7962,	     2:High,	     2:High
7963,	     2:High,	     2:High
7964,	     2:High,	     2:High
7965,	     2:High,	     2:High
7966,	     2:High,	     2:High
7967,	     2:High,	     2:High
7968,	     2:High,	     2:High
7969,	     2:High,	     1:Low
7970,	     2:High,	     2:High
7971,	     2:High,	     2:High
7972,	     2:High,	     2:High
7973,	     2:High,	     2:High
7974,	     2:High,	     2:High
7975,	     2:High,	     2:High
7976,	     2:High,	     2:High
7977,	     2:High,	     2:High
7978,	     2:High,	     2:High
7979,	     2:High,	     2:High
7980,	     2:High,	     2:High
7981,	     2:High,	     2:High
7982,	     2:High,	     2:High
7983,	     2:High,	     2:High
7984,	     2:High,	     2:High
7985,	     2:High,	     2:High
7986,	     2:High,	     2:High
7987,	     2:High,	     2:High
7988,	     2:High,	     2:High
7989,	     2:High,	     2:High
7990,	     2:High,	     2:High
7991,	     2:High,	     2:High
7992,	     2:High,	     2:High
7993,	     2:High,	     2:High
7994,	     2:High,	     2:High
7995,	     2:High,	     2:High
7996,	     2:High,	     2:High
7997,	     2:High,	     1:Low
7998,	     2:High,	     2:High
7999,	     2:High,	     2:High
8000,	     2:High,	     2:High
8001,	     2:High,	     2:High
8002,	     2:High,	     2:High
8003,	     2:High,	     2:High
8004,	     2:High,	     2:High
8005,	     2:High,	     1:Low
8006,	     2:High,	     2:High
8007,	     2:High,	     2:High
8008,	     2:High,	     2:High
8009,	     2:High,	     2:High
8010,	     2:High,	     1:Low
8011,	     2:High,	     2:High
8012,	     2:High,	     2:High
8013,	     2:High,	     2:High
8014,	     2:High,	     2:High
8015,	     2:High,	     2:High
8016,	     2:High,	     2:High
8017,	     2:High,	     2:High
8018,	     2:High,	     2:High
8019,	     2:High,	     2:High
8020,	     2:High,	     2:High
8021,	     2:High,	     2:High
8022,	     2:High,	     2:High
8023,	     2:High,	     2:High
8024,	     2:High,	     2:High
8025,	     2:High,	     2:High
8026,	     2:High,	     2:High
8027,	     2:High,	     2:High
8028,	     2:High,	     2:High
8029,	     2:High,	     2:High
8030,	     2:High,	     2:High
8031,	     2:High,	     2:High
8032,	     2:High,	     2:High
8033,	     2:High,	     2:High
8034,	     2:High,	     2:High
8035,	     2:High,	     2:High
8036,	     2:High,	     2:High
8037,	     2:High,	     2:High
8038,	     2:High,	     2:High
8039,	     2:High,	     2:High
8040,	     2:High,	     2:High
8041,	     2:High,	     2:High
8042,	     2:High,	     1:Low
8043,	     2:High,	     2:High
8044,	     2:High,	     2:High
8045,	     2:High,	     2:High
8046,	     2:High,	     2:High
8047,	     2:High,	     2:High
8048,	     2:High,	     2:High
8049,	     2:High,	     2:High
8050,	     2:High,	     2:High
8051,	     2:High,	     2:High
8052,	     2:High,	     2:High
8053,	     2:High,	     2:High
8054,	     2:High,	     2:High
8055,	     2:High,	     2:High
8056,	     2:High,	     2:High
8057,	     2:High,	     2:High
8058,	     2:High,	     2:High
8059,	     2:High,	     2:High
8060,	     2:High,	     2:High
8061,	     2:High,	     2:High
8062,	     2:High,	     2:High
8063,	     2:High,	     2:High
8064,	     2:High,	     2:High
8065,	     2:High,	     2:High
8066,	     2:High,	     2:High
8067,	     2:High,	     2:High
8068,	     2:High,	     2:High
8069,	     2:High,	     2:High
8070,	     2:High,	     2:High
8071,	     2:High,	     2:High
8072,	     2:High,	     2:High
8073,	     2:High,	     2:High
8074,	     2:High,	     2:High
8075,	     2:High,	     2:High
8076,	     2:High,	     2:High
8077,	     2:High,	     2:High
8078,	     2:High,	     2:High
8079,	     2:High,	     2:High
8080,	     2:High,	     1:Low
8081,	     2:High,	     2:High
8082,	     2:High,	     2:High
8083,	     2:High,	     2:High
8084,	     2:High,	     2:High
8085,	     2:High,	     2:High
8086,	     2:High,	     2:High
8087,	     2:High,	     2:High
8088,	     2:High,	     2:High
8089,	     2:High,	     2:High
8090,	     2:High,	     2:High
8091,	     2:High,	     2:High
8092,	     2:High,	     2:High
8093,	     2:High,	     2:High
8094,	     2:High,	     2:High
8095,	     2:High,	     2:High
8096,	     2:High,	     2:High
8097,	     2:High,	     2:High
8098,	     2:High,	     2:High
8099,	     2:High,	     2:High
8100,	     2:High,	     2:High
8101,	     2:High,	     2:High
8102,	     2:High,	     2:High
8103,	     2:High,	     2:High
8104,	     2:High,	     2:High
8105,	     2:High,	     1:Low
8106,	     2:High,	     2:High
8107,	     2:High,	     2:High
8108,	     2:High,	     2:High
8109,	     2:High,	     2:High
8110,	     2:High,	     2:High
8111,	     2:High,	     2:High
8112,	     2:High,	     2:High
8113,	     2:High,	     2:High
8114,	     2:High,	     2:High
8115,	     2:High,	     2:High
8116,	     2:High,	     2:High
8117,	     2:High,	     2:High
8118,	     2:High,	     2:High
8119,	     2:High,	     2:High
8120,	     2:High,	     2:High
8121,	     2:High,	     2:High
8122,	     2:High,	     2:High
8123,	     2:High,	     2:High
8124,	     2:High,	     2:High
8125,	     2:High,	     2:High
8126,	     2:High,	     2:High
8127,	     2:High,	     2:High
8128,	     2:High,	     2:High
8129,	     2:High,	     2:High
8130,	     2:High,	     2:High
8131,	     2:High,	     2:High
8132,	     2:High,	     2:High
8133,	     2:High,	     2:High
8134,	     2:High,	     2:High
8135,	     2:High,	     2:High
8136,	     2:High,	     2:High
8137,	     2:High,	     2:High
8138,	     2:High,	     2:High
8139,	     2:High,	     2:High
8140,	     2:High,	     2:High
8141,	     2:High,	     2:High
8142,	     2:High,	     2:High
8143,	     2:High,	     2:High
8144,	     2:High,	     2:High
8145,	     2:High,	     2:High
8146,	     2:High,	     2:High
8147,	     2:High,	     2:High
8148,	     2:High,	     2:High
8149,	     2:High,	     2:High
8150,	     2:High,	     2:High
8151,	     2:High,	     2:High
8152,	     2:High,	     2:High
8153,	     2:High,	     1:Low
8154,	     2:High,	     2:High
8155,	     2:High,	     2:High
8156,	     2:High,	     2:High
8157,	     2:High,	     2:High
8158,	     2:High,	     2:High
8159,	     2:High,	     2:High
8160,	     2:High,	     2:High
8161,	     2:High,	     2:High
8162,	     2:High,	     2:High
8163,	     2:High,	     2:High
8164,	     2:High,	     2:High
8165,	     2:High,	     1:Low
8166,	     2:High,	     2:High
8167,	     2:High,	     2:High
8168,	     2:High,	     2:High
8169,	     2:High,	     2:High
8170,	     2:High,	     2:High
8171,	     2:High,	     2:High
8172,	     2:High,	     2:High
8173,	     2:High,	     2:High
8174,	     2:High,	     2:High
8175,	     2:High,	     2:High
8176,	     2:High,	     2:High
8177,	     2:High,	     2:High
8178,	     2:High,	     2:High
8179,	     2:High,	     2:High
8180,	     2:High,	     2:High
8181,	     2:High,	     2:High
8182,	     2:High,	     2:High
8183,	     2:High,	     2:High
8184,	     2:High,	     2:High
8185,	     2:High,	     2:High
8186,	     2:High,	     2:High
8187,	     2:High,	     2:High
8188,	     2:High,	     2:High
8189,	     2:High,	     2:High
8190,	     2:High,	     2:High
8191,	     2:High,	     2:High
8192,	     2:High,	     2:High
8193,	     2:High,	     2:High
8194,	     2:High,	     2:High
8195,	     2:High,	     2:High
8196,	     2:High,	     2:High
8197,	     2:High,	     2:High
8198,	     2:High,	     2:High
8199,	     2:High,	     2:High
8200,	     2:High,	     2:High
8201,	     2:High,	     2:High
8202,	     2:High,	     2:High
8203,	     2:High,	     2:High
8204,	     2:High,	     2:High
8205,	     2:High,	     1:Low
8206,	     2:High,	     2:High
8207,	     2:High,	     2:High
8208,	     2:High,	     2:High
8209,	     2:High,	     2:High
8210,	     2:High,	     2:High
8211,	     2:High,	     2:High
8212,	     2:High,	     2:High
8213,	     2:High,	     2:High
8214,	     2:High,	     2:High
8215,	     2:High,	     2:High
8216,	     2:High,	     2:High
8217,	     2:High,	     2:High
8218,	     2:High,	     2:High
8219,	     2:High,	     2:High
8220,	     2:High,	     1:Low
8221,	     2:High,	     2:High
8222,	     2:High,	     2:High
8223,	     2:High,	     2:High
8224,	     2:High,	     2:High
8225,	     2:High,	     2:High
8226,	     2:High,	     2:High
8227,	     2:High,	     2:High
8228,	     2:High,	     2:High
8229,	     2:High,	     2:High
8230,	     2:High,	     2:High
8231,	     2:High,	     2:High
8232,	     2:High,	     2:High
8233,	     2:High,	     2:High
8234,	     2:High,	     2:High
8235,	     2:High,	     2:High
8236,	     2:High,	     1:Low
8237,	     2:High,	     2:High
8238,	     2:High,	     2:High
8239,	     2:High,	     2:High
8240,	     2:High,	     2:High
8241,	     2:High,	     2:High
8242,	     2:High,	     2:High
8243,	     2:High,	     2:High
8244,	     2:High,	     2:High
8245,	     2:High,	     1:Low
8246,	     2:High,	     2:High
8247,	     2:High,	     2:High
8248,	     2:High,	     2:High
8249,	     2:High,	     2:High
8250,	     2:High,	     2:High
8251,	     2:High,	     2:High
8252,	     2:High,	     2:High
8253,	     2:High,	     2:High
8254,	     2:High,	     2:High
8255,	     2:High,	     2:High
8256,	     2:High,	     2:High
8257,	     2:High,	     2:High
8258,	     2:High,	     2:High
8259,	     2:High,	     2:High
8260,	     2:High,	     2:High
8261,	     2:High,	     2:High
8262,	     2:High,	     2:High
8263,	     2:High,	     2:High
8264,	     2:High,	     2:High
8265,	     2:High,	     2:High
8266,	     2:High,	     2:High
8267,	     2:High,	     2:High
8268,	     2:High,	     2:High
8269,	     2:High,	     2:High
8270,	     2:High,	     2:High
8271,	     2:High,	     2:High
8272,	     2:High,	     1:Low
8273,	     2:High,	     2:High
8274,	     2:High,	     2:High
8275,	     2:High,	     2:High
8276,	     2:High,	     2:High
8277,	     2:High,	     2:High
8278,	     2:High,	     2:High
8279,	     2:High,	     2:High
8280,	     2:High,	     2:High
8281,	     2:High,	     2:High
8282,	     2:High,	     2:High
8283,	     2:High,	     2:High
8284,	     2:High,	     2:High
8285,	     2:High,	     2:High
8286,	     2:High,	     2:High
8287,	     2:High,	     2:High
8288,	     2:High,	     2:High
8289,	     2:High,	     2:High
8290,	     2:High,	     2:High
8291,	     2:High,	     2:High
8292,	     2:High,	     2:High
8293,	     2:High,	     2:High
8294,	     2:High,	     2:High
8295,	     2:High,	     2:High
8296,	     2:High,	     2:High
8297,	     2:High,	     2:High
8298,	     2:High,	     2:High
8299,	     2:High,	     2:High
8300,	     2:High,	     1:Low
8301,	     2:High,	     2:High
8302,	     2:High,	     1:Low
8303,	     2:High,	     2:High
8304,	     2:High,	     2:High
8305,	     2:High,	     2:High
8306,	     2:High,	     2:High
8307,	     2:High,	     2:High
8308,	     2:High,	     2:High
8309,	     2:High,	     2:High
8310,	     2:High,	     1:Low
8311,	     2:High,	     2:High
8312,	     2:High,	     2:High
8313,	     2:High,	     2:High
8314,	     2:High,	     2:High
8315,	     2:High,	     2:High
8316,	     2:High,	     2:High
8317,	     2:High,	     2:High
8318,	     2:High,	     2:High
8319,	     2:High,	     2:High
8320,	     2:High,	     2:High
8321,	     2:High,	     2:High
8322,	     2:High,	     2:High
8323,	     2:High,	     2:High
8324,	     2:High,	     2:High
8325,	     2:High,	     2:High
8326,	     2:High,	     2:High
8327,	     2:High,	     2:High
8328,	     2:High,	     2:High
8329,	     2:High,	     2:High
8330,	     2:High,	     1:Low
8331,	     2:High,	     2:High
8332,	     2:High,	     2:High
8333,	     2:High,	     2:High
8334,	     2:High,	     2:High
8335,	     2:High,	     2:High
8336,	     2:High,	     2:High
8337,	     2:High,	     1:Low
8338,	     2:High,	     2:High
8339,	     2:High,	     2:High
8340,	     2:High,	     2:High
8341,	     2:High,	     2:High
8342,	     2:High,	     2:High
8343,	     2:High,	     2:High
8344,	     2:High,	     2:High
8345,	     2:High,	     2:High
8346,	     2:High,	     2:High
8347,	     2:High,	     2:High
8348,	     2:High,	     2:High
8349,	     2:High,	     2:High
8350,	     2:High,	     2:High
8351,	     2:High,	     2:High
8352,	     2:High,	     2:High
8353,	     2:High,	     2:High
8354,	     2:High,	     2:High
8355,	     2:High,	     2:High
8356,	     2:High,	     2:High
8357,	     2:High,	     2:High
8358,	     2:High,	     2:High
8359,	     2:High,	     2:High
8360,	     2:High,	     2:High
8361,	     2:High,	     2:High
8362,	     2:High,	     2:High
8363,	     2:High,	     2:High
8364,	     2:High,	     2:High
8365,	     2:High,	     2:High
8366,	     2:High,	     2:High
8367,	     2:High,	     2:High
8368,	     2:High,	     2:High
8369,	     2:High,	     2:High
8370,	     2:High,	     2:High
8371,	     2:High,	     2:High
8372,	     2:High,	     2:High
8373,	     2:High,	     2:High
8374,	     2:High,	     2:High
8375,	     2:High,	     2:High
8376,	     2:High,	     2:High
8377,	     2:High,	     2:High
8378,	     2:High,	     2:High
8379,	     2:High,	     2:High
8380,	     2:High,	     2:High
8381,	     2:High,	     2:High
8382,	     2:High,	     2:High
8383,	     2:High,	     2:High
8384,	     2:High,	     2:High
8385,	     2:High,	     2:High
8386,	     2:High,	     2:High
8387,	     2:High,	     2:High
8388,	     2:High,	     2:High
8389,	     2:High,	     2:High
8390,	     2:High,	     2:High
8391,	     2:High,	     2:High
8392,	     2:High,	     2:High
8393,	     2:High,	     2:High
8394,	     2:High,	     2:High
8395,	     2:High,	     2:High
8396,	     2:High,	     2:High
8397,	     2:High,	     2:High
8398,	     2:High,	     2:High
8399,	     2:High,	     2:High
8400,	     2:High,	     2:High
8401,	     2:High,	     2:High
8402,	     2:High,	     2:High
8403,	     2:High,	     2:High
8404,	     2:High,	     2:High
8405,	     2:High,	     2:High
8406,	     2:High,	     2:High
8407,	     2:High,	     2:High
8408,	     2:High,	     2:High
8409,	     2:High,	     2:High
8410,	     2:High,	     2:High
8411,	     2:High,	     2:High
8412,	     2:High,	     2:High
8413,	     2:High,	     2:High
8414,	     2:High,	     2:High
8415,	     2:High,	     1:Low
8416,	     2:High,	     2:High
8417,	     2:High,	     2:High
8418,	     2:High,	     2:High
8419,	     2:High,	     2:High
8420,	     2:High,	     2:High
8421,	     2:High,	     2:High
8422,	     2:High,	     1:Low
8423,	     2:High,	     2:High
8424,	     2:High,	     2:High
8425,	     2:High,	     2:High
8426,	     2:High,	     2:High
8427,	     2:High,	     2:High
8428,	     2:High,	     2:High
8429,	     2:High,	     2:High
8430,	     2:High,	     2:High
8431,	     2:High,	     2:High
8432,	     2:High,	     2:High
8433,	     2:High,	     2:High
8434,	     2:High,	     2:High
